,Delivery Week,Pallet Unit - Final,Temp Control?,ib_lat,ib_lon,Delivery_full_add,Delivery_lat,Delivery_lon,Distance_km_ob,Delivery County_x,Load Country,Delivery Lane,Pallet Qty,Final Price,Order ID,No of Trucks,Delivery County_y,Rate,Outbound Cost
113,15,Eur,Yes,48.0999111,16.3955497,"Route De Lancienne Papeterie,Marly,1723,Switzerland",46.7782221,7.1567605,1698.716,Switzerland,Austria,CH17,5,882.4106,1,1,Switzerland,1218.0683833333333,1218.0683833333333
114,15,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,66,4687.025399753425,2,1,France,2190.7182578652464,2190.7182578652464
115,15,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,16,1907.62,1,1,Romania,2182.529590909091,2182.529590909091
116,15,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,53,3719.608,2,1,Poland,1692.2877866666668,1692.2877866666668
117,15,Eur,Yes,48.0999111,16.3955497,"Via Milano 2,Calvenzano,24040,Italy",45.4785954,9.6004095,1698.716,Italy,Austria,IT24,72,4043.8041999999996,3,2,Italy,1148.1843999999999,2296.3687999999997
118,16,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,8,703.122,1,1,Germany,935.3385859355748,935.3385859355748
119,16,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,66,8288.499172767124,2,1,United Kingdom,4214.99333799668,4214.99333799668
120,16,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,33,5474.061554383562,1,1,Ireland,5373.293620987957,5373.293620987957
121,16,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,198,14061.076199260273,6,3,France,2190.7182578652464,6572.154773595739
122,17,Eur,No,48.0999111,16.3955497,"Elmhirst Park,Barnsley,S754LS,United Kingdom",53.5477875,-1.538466,1698.716,United Kingdom,Austria,GBS7,26,4104.75,1,1,,,
123,17,Eur,Yes,48.0999111,16.3955497,"Dellestraat 61,Heusden Zolder,3550,Belgium",50.9811144,5.244771999999999,1698.716,Belgium,Austria,BE35,4,795.018,1,1,Belgium,1067.062175,1067.062175
124,17,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,66,8288.499172767124,2,1,United Kingdom,4214.99333799668,4214.99333799668
125,17,Eur,Yes,48.0999111,16.3955497,"Evropska 872,Modrice,66442,Czech Republic",49.1158578,16.6036891,1698.716,Czech Republic,Austria,CZ66,33,1758.3327,1,1,Czech Republic,1559.1814333333334,1559.1814333333334
126,17,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,33,5474.061554383562,1,1,Ireland,5373.293620987957,5373.293620987957
127,17,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,6,2212.842,1,1,Sweden,3916.2792166076083,3916.2792166076083
128,17,Eur,Yes,48.0999111,16.3955497,"Rakospalotai Hatarut 2,Budapest,1158,Hungary",47.5267455,19.1466629,1698.716,Hungary,Austria,HU11,29,1644.3468,1,1,Hungary,1540.9598555555556,1540.9598555555556
129,17,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,26,2826.2969999999996,1,1,Romania,2182.529590909091,2182.529590909091
130,17,Eur,Yes,48.0999111,16.3955497,"Via Milano 2,Calvenzano,24040,Italy",45.4785954,9.6004095,1698.716,Italy,Austria,IT24,34,2361.9505,2,1,Italy,1148.1843999999999,1148.1843999999999
131,17,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,20,6713.237999999999,2,1,United Kingdom,4214.99333799668,4214.99333799668
132,18,Eur,No,48.0999111,16.3955497,"Elmhirst Park,Barnsley,S754LS,United Kingdom",53.5477875,-1.538466,1698.716,United Kingdom,Austria,GBS7,6,4104.75,1,1,,,
133,18,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,61,8242.012372767123,2,1,United Kingdom,4214.99333799668,4214.99333799668
134,18,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,17,3057.7398,2,1,Belgium,1153.2073478766065,1153.2073478766065
135,18,Eur,Yes,48.0999111,16.3955497,"Estrada Dos Armeiros 2/4,Azambuja,2050544,Portugal",39.05214429999999,-8.919141,1698.716,Portugal,Austria,PT20,12,4041.4960650000003,1,1,Portugal,4124.988083725547,4124.988083725547
136,18,Eur,Yes,48.0999111,16.3955497,"Nedelcho 16,Sofia,1592,Bulgaria",42.6641095,23.3945744,1698.716,Bulgaria,Austria,BG15,12,2500,1,1,Bulgaria,1764.022,1764.022
137,18,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,32,4374.133870520548,1,1,Sweden,3916.2792166076083,3916.2792166076083
138,19,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,45,2438.0558902813773,2,1,Germany,935.3385859355748,935.3385859355748
139,19,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,8,917.546,1,1,Netherlands,1446.0034526769812,1446.0034526769812
140,19,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,99,12432.748759150687,3,2,United Kingdom,4214.99333799668,8429.98667599336
141,19,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,23,5295.0863444002225,1,1,Ireland,5373.293620987957,5373.293620987957
142,19,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,39,10016.786,2,1,Sweden,3916.2792166076083,3916.2792166076083
143,19,Eur,Yes,48.0999111,16.3955497,"Rakospalotai Hatarut 2,Budapest,1158,Hungary",47.5267455,19.1466629,1698.716,Hungary,Austria,HU11,12,997.0360000000001,1,1,Hungary,1540.9598555555556,1540.9598555555556
144,19,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,20,2053.122,1,1,Romania,2182.529590909091,2182.529590909091
145,19,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,8,1163.696,1,1,Poland,1692.2877866666668,1692.2877866666668
146,20,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,3,705.31,1,1,Netherlands,1446.0034526769812,1446.0034526769812
147,20,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,6,1410.62,2,1,Belgium,1153.2073478766065,1153.2073478766065
148,20,Eur,Yes,48.0999111,16.3955497,"Oude Baan 12,Mechelen,2800,Belgium",51.0527507,4.461403499999999,1698.716,Belgium,Austria,BE28,33,2217.238139659385,1,1,Belgium,1633.112134840923,1633.112134840923
149,20,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,18,1921.842,1,1,Romania,2182.529590909091,2182.529590909091
150,20,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,3,687.806,1,1,Poland,1692.2877866666668,1692.2877866666668
151,20,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,92,17006.044,4,2,United Kingdom,4214.99333799668,8429.98667599336
152,21,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,5,790.642,1,1,Netherlands,1446.0034526769812,1446.0034526769812
153,21,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,61,9885.498394209553,2,1,Sweden,3916.2792166076083,3916.2792166076083
154,21,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,33,2661.382,1,1,Poland,1692.2877866666668,1692.2877866666668
155,21,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,44,8414.408,2,1,United Kingdom,4214.99333799668,4214.99333799668
156,22,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,16,1801.4872834999385,1,1,Netherlands,1446.0034526769812,1446.0034526769812
157,22,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,12,1082.74,1,1,Belgium,1153.2073478766065,1153.2073478766065
158,22,Eur,Yes,48.0999111,16.3955497,"Nedelcho 16,Sofia,1592,Bulgaria",42.6641095,23.3945744,1698.716,Bulgaria,Austria,BG15,6,1028.044,1,1,Bulgaria,1764.022,1764.022
159,22,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,4,797.206,1,1,France,2190.7182578652464,2190.7182578652464
160,22,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,15,1723.828,1,1,Romania,2182.529590909091,2182.529590909091
161,22,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,11,1431.726,1,1,Poland,1692.2877866666668,1692.2877866666668
162,22,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,37,8194.514,2,1,United Kingdom,4214.99333799668,4214.99333799668
163,23,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,4,661.55,1,1,Germany,935.3385859355748,935.3385859355748
164,23,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,12,3208.382,1,1,Sweden,3916.2792166076083,3916.2792166076083
165,23,Eur,Yes,48.0999111,16.3955497,"Route De Lancienne Papeterie,Marly,1723,Switzerland",46.7782221,7.1567605,1698.716,Switzerland,Austria,CH17,3,825.654,1,1,Switzerland,1218.0683833333333,1218.0683833333333
166,23,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,1,552.15,1,1,Poland,1692.2877866666668,1692.2877866666668
167,24,Eur,Yes,48.0999111,16.3955497,"6Th Km Old National Road,Thiva,32200,Greece",38.322579,23.3204309,1698.716,Greece,Austria,GR32,16,2600,1,1,Greece,2575.2855820632235,2575.2855820632235
168,24,Eur,Yes,48.0999111,16.3955497,"Estrada Dos Armeiros 2/4,Azambuja,2050544,Portugal",39.05214429999999,-8.919141,1698.716,Portugal,Austria,PT20,32,4940.906909972973,1,1,Portugal,4124.988083725547,4124.988083725547
169,24,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,96,17211.30025480563,3,2,Ireland,5373.293620987957,10746.587241975914
170,24,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,66,8591.181835797111,2,1,Sweden,3916.2792166076083,3916.2792166076083
171,24,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,32,2301.55751609515,1,1,France,2190.7182578652464,2190.7182578652464
172,25,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,99,3965.630773097001,4,2,Germany,935.3385859355748,1870.6771718711495
173,25,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,165,26649.243464676045,5,3,United Kingdom,4214.99333799668,12644.98001399004
174,25,Eur,Yes,48.0999111,16.3955497,"Estrada Dos Armeiros 2/4,Azambuja,2050544,Portugal",39.05214429999999,-8.919141,1698.716,Portugal,Austria,PT20,11,3798.0705624887387,1,1,Portugal,4124.988083725547,4124.988083725547
175,25,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,33,5375.70008493521,1,1,Ireland,5373.293620987957,5373.293620987957
176,26,Eur,Yes,48.0999111,16.3955497,"Av. Del Rio Henares 40-42,Alovera,19208,Spain",40.5906149,-3.2280489,1698.716,Spain,Austria,ES19,17,3766.8442056644144,1,1,Spain,3697.1196541955233,3697.1196541955233
177,26,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,13,1115.7822,1,1,Netherlands,1446.0034526769812,1446.0034526769812
178,26,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,165,26153.305271740835,5,3,United Kingdom,4214.99333799668,12644.98001399004
179,26,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,33,5375.70008493521,1,1,Ireland,5373.293620987957,5373.293620987957
180,26,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,10,2819.165,1,1,Sweden,3916.2792166076083,3916.2792166076083
181,26,Eur,Yes,48.0999111,16.3955497,"Route De Lancienne Papeterie,Marly,1723,Switzerland",46.7782221,7.1567605,1698.716,Switzerland,Austria,CH17,7,2952.539,1,1,Switzerland,1218.0683833333333,1218.0683833333333
182,26,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,10,1311.4756,1,1,Romania,2182.529590909091,2182.529590909091
183,26,Eur,Yes,48.0999111,16.3955497,"Via Milano 2,Calvenzano,24040,Italy",45.4785954,9.6004095,1698.716,Italy,Austria,IT24,27,1416.449,1,1,Italy,1148.1843999999999,1148.1843999999999
184,27,Eur,Yes,48.0999111,16.3955497,"Av. Del Rio Henares 40-42,Alovera,19208,Spain",40.5906149,-3.2280489,1698.716,Spain,Austria,ES19,8,2235.8592,1,1,Spain,3697.1196541955233,3697.1196541955233
185,27,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,262,36534.38865003332,8,4,United Kingdom,4214.99333799668,16859.97335198672
186,27,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,4,735.1933,1,1,Belgium,1153.2073478766065,1153.2073478766065
187,27,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,33,5375.70008493521,1,1,Ireland,5373.293620987957,5373.293620987957
188,27,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,18,4084.2568,1,1,Sweden,3916.2792166076083,3916.2792166076083
189,27,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,33,2301.55751609515,1,1,France,2190.7182578652464,2190.7182578652464
190,27,Eur,Yes,48.0999111,16.3955497,"Ul Stefana Batorego 1,Blonie,05870,Poland",52.2067643,20.5633626,1698.716,Poland,Austria,PL05,83,5775.5268,3,2,Poland,1692.2877866666668,3384.5755733333335
191,27,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,16,3790.9806,1,1,United Kingdom,4214.99333799668,4214.99333799668
192,28,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,65,2907.1971000000003,3,1,Germany,935.3385859355748,935.3385859355748
193,28,Eur,Yes,48.0999111,16.3955497,"Av. Del Rio Henares 40-42,Alovera,19208,Spain",40.5906149,-3.2280489,1698.716,Spain,Austria,ES19,66,8671.92380691892,2,1,Spain,3697.1196541955233,3697.1196541955233
194,28,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,33,2512.0514000000003,2,1,Netherlands,1446.0034526769812,1446.0034526769812
195,28,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,264,32711.185969688264,8,4,United Kingdom,4214.99333799668,16859.97335198672
196,28,Eur,Yes,48.0999111,16.3955497,"Freudenauer Hafenstrasse 18,Vienna,1020,Austria",48.1787492,16.4717469,1698.716,Austria,Austria,AT10,16,700,1,1,Austria,699.906975,699.906975
197,28,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,63,10974.315083146243,2,1,Ireland,5373.293620987957,5373.293620987957
198,28,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,66,4561.159848408737,2,1,France,2190.7182578652464,2190.7182578652464
199,28,Eur,Yes,48.0999111,16.3955497,"Via Milano 2,Calvenzano,24040,Italy",45.4785954,9.6004095,1698.716,Italy,Austria,IT24,10,748.9002,1,1,Italy,1148.1843999999999,1148.1843999999999
200,28,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,65,12264.9627,3,1,United Kingdom,4214.99333799668,4214.99333799668
201,29,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,33,1127.9698,1,1,Germany,935.3385859355748,935.3385859355748
202,29,Eur,Yes,48.0999111,16.3955497,"Av. Del Rio Henares 40-42,Alovera,19208,Spain",40.5906149,-3.2280489,1698.716,Spain,Austria,ES19,33,4335.96190345946,1,1,Spain,3697.1196541955233,3697.1196541955233
203,29,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,33,2161.0392992699003,1,1,Netherlands,1446.0034526769812,1446.0034526769812
204,29,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,31,2157.271446211033,1,1,Belgium,1153.2073478766065,1153.2073478766065
205,29,Eur,Yes,48.0999111,16.3955497,"Evropska 872,Modrice,66442,Czech Republic",49.1158578,16.6036891,1698.716,Czech Republic,Austria,CZ66,26,1635.5616,1,1,Czech Republic,1559.1814333333334,1559.1814333333334
206,29,Eur,Yes,48.0999111,16.3955497,"Oude Baan 12,Mechelen,2800,Belgium",51.0527507,4.461403499999999,1698.716,Belgium,Austria,BE28,35,2682.098264863384,2,1,Belgium,1633.112134840923,1633.112134840923
207,29,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,63,9845.79984158756,2,1,Sweden,3916.2792166076083,3916.2792166076083
208,29,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,8,1157.0245,1,1,France,2190.7182578652464,2190.7182578652464
209,29,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,30,7366.3385,2,1,United Kingdom,4214.99333799668,4214.99333799668
210,30,Eur,Yes,48.0999111,16.3955497,"6Th Km Old National Road,Thiva,32200,Greece",38.322579,23.3204309,1698.716,Greece,Austria,GR32,16,2525.85674618967,1,1,Greece,2575.2855820632235,2575.2855820632235
211,30,Eur,Yes,48.0999111,16.3955497,"An D Gehespitz 60D,Neu Isenburg,63263,Germany",50.05103570000001,8.6519899,1698.716,Germany,Austria,DE63,22,953.6416,1,1,Germany,935.3385859355748,935.3385859355748
212,30,Eur,Yes,48.0999111,16.3955497,"Columbusweg 16,Venlo,5928LC,Netherlands",51.399545,6.096183,1698.716,Netherlands,Austria,NL59,33,2161.0392992699003,1,1,Netherlands,1446.0034526769812,1446.0034526769812
213,30,Eur,Yes,48.0999111,16.3955497,"Dellestraat 61,Heusden Zolder,3550,Belgium",50.9811144,5.244771999999999,1698.716,Belgium,Austria,BE35,8,903.0649,1,1,Belgium,1067.062175,1067.062175
214,30,Eur,Yes,48.0999111,16.3955497,"Eigenlostraat 5,Sint Niklaas,9100,Belgium",51.1474785,4.181445,1698.716,Belgium,Austria,BE91,6,819.1291,1,1,Belgium,1153.2073478766065,1153.2073478766065
215,30,Eur,Yes,48.0999111,16.3955497,"Estrada Dos Armeiros 2/4,Azambuja,2050544,Portugal",39.05214429999999,-8.919141,1698.716,Portugal,Austria,PT20,32,4895.715103459459,1,1,Portugal,4124.988083725547,4124.988083725547
216,30,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,13,2833.0927310847833,1,1,Sweden,3916.2792166076083,3916.2792166076083
217,30,Eur,Yes,48.0999111,16.3955497,"Rakospalotai Hatarut 2,Budapest,1158,Hungary",47.5267455,19.1466629,1698.716,Hungary,Austria,HU11,26,1542.9408,1,1,Hungary,1540.9598555555556,1540.9598555555556
218,30,Eur,Yes,48.0999111,16.3955497,"Route De Lancienne Papeterie,Marly,1723,Switzerland",46.7782221,7.1567605,1698.716,Switzerland,Austria,CH17,3,812.3901,1,1,Switzerland,1218.0683833333333,1218.0683833333333
219,30,Eur,Yes,48.0999111,16.3955497,"Rue Des Temps Modernes 3,Chanteloup En Brie,77600,France",48.8618964,2.7501236,1698.716,France,Austria,FR77,99,6841.739772613106,3,2,France,2190.7182578652464,4381.436515730493
220,30,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,26,4377.7918,1,1,United Kingdom,4214.99333799668,4214.99333799668
221,31,Eur,Yes,48.0999111,16.3955497,"Av. Del Rio Henares 40-42,Alovera,19208,Spain",40.5906149,-3.2280489,1698.716,Spain,Austria,ES19,66,8671.92380691892,2,1,Spain,3697.1196541955233,3697.1196541955233
222,31,Eur,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,33,4032.648246211033,1,1,United Kingdom,4214.99333799668,4214.99333799668
223,31,Eur,Yes,48.0999111,16.3955497,"Magna Business Park 24,Dublin,D24XKE5,Ireland",53.2820531,-6.4159541,1698.716,Ireland,Austria,IED2,32,5326.519350211033,1,1,Ireland,5373.293620987957,5373.293620987957
224,31,Eur,Yes,48.0999111,16.3955497,"Paketvagen 1,Orebro,70236,Sweden",59.2123346,15.1569894,1698.716,Sweden,Austria,SE70,16,3782.7085,1,1,Sweden,3916.2792166076083,3916.2792166076083
225,31,Eur,Yes,48.0999111,16.3955497,"Str Traian 66A,Rudeni,077046,Romania",44.4726011,25.9666344,1698.716,Romania,Austria,RO07,25,2346.9087,1,1,Romania,2182.529590909091,2182.529590909091
226,31,Ind,Yes,48.0999111,16.3955497,"Derby Commercial Park,Derbyshire,DE217HW,United Kingdom",52.90161560000001,-1.4245305,1698.716,United Kingdom,Austria,GBDE,64,14645.512900000002,4,1,United Kingdom,4214.99333799668,4214.99333799668
